Timestamp,EAR,MAR,PERCLOS,HeadPitch,Drowsy_Label,
23:14:41,0.2318368126034672,0.12735042328792917,1,61,0,
23:14:41,0.24446176790824103,0.10484040254627164,1,67,0,
23:14:41,0.32057139735414475,0.1216150498256651,0.7857142857142857,68,0,
23:14:41,0.3547627457447453,0.13003403680018621,0.5,66,1,
23:14:42,0.36261389378983716,0.1132618750474737,0.36666666666666664,65,0,
23:14:42,0.35968019464510664,0.10363495159951289,0.2894736842105263,65,0,
23:14:42,0.3382085631166466,0.11043949572997004,0.2391304347826087,64,0,
23:14:42,0.22490024440571454,0.10862034956989854,0.2222222222222222,65,0,
23:14:43,0.3066180320328109,0.10770329614269009,0.2833333333333333,64,0,
23:14:43,0.29773406259755264,0.11923786075106181,0.15,65,0,
23:14:43,0.30299481711671816,0.1123196607052814,0.13333333333333333,64,0,
23:14:43,0.3174724665632759,0.10925255682229784,0.13333333333333333,67,0,
23:14:44,0.3067984153680742,0.10257921997925785,0.13333333333333333,66,0,
23:14:44,0.077542843,0.10674457518829687,0.21666666666666667,65,0,
23:14:44,0.083553173,0.11277919787513362,0.35,64,0,
23:14:44,0.076127577,0.10786387432600121,0.4,64,1,
23:14:45,0.084272695,0.10884119270183587,0.48333333333333334,65,1,
23:14:45,0.080102212,0.10839928591271134,0.6166666666666667,65,1,
23:14:45,0.08025018,0.10616559412106294,0.75,67,1,
23:14:46,0.1338802251149654,0.10755521090731121,0.8833333333333333,65,1,
23:14:46,0.24457984349355594,0.099836468,1,69,1,
23:14:46,0.21034105002994852,0.1117321638254671,1,81,1,
23:14:46,0.35213127689676954,0.13067035726606566,0.9166666666666666,76,1,
23:14:47,0.3623200093708264,0.14453253432190588,0.7833333333333333,79,1,
23:14:47,0.3442856212989725,0.12227186267248992,0.65,82,1,
23:14:47,0.326292395,0.1227711899134527,0.5166666666666667,90,1,
23:14:47,0.29172071470607525,0.1635838728763408,0.38333333333333336,102,0,
23:14:48,0.29629710615642524,0.14592016129268015,0.25,97,0,
23:14:48,0.28069498823113004,0.16763660696006277,0.18333333333333332,103,0,
23:14:48,0.041652773,0.15915878829393454,0.15,117,0,
23:14:48,0.2634945539622433,0.13459049961940245,0.26666666666666666,99,0,
23:14:49,0.2701845389780715,0.14833551381086812,0.26666666666666666,98,0,
23:14:49,0.277149977,0.14814814814814814,0.26666666666666666,94,0,
23:14:49,0.27587598511045663,0.1388650800451571,0.26666666666666666,94,0,
23:14:50,0.2590634567876793,0.13917332699502163,0.26666666666666666,94,0,
23:14:50,0.2744523019517086,0.13205196863329538,0.25,90,0,
23:14:50,0.2252091562589244,0.14928184040030845,0.26666666666666666,98,0,
23:14:50,0.097731096,0.1532258064516129,0.26666666666666666,131,0,
23:14:51,0.066912302,0.17322406525639744,0.35,123,1,
23:14:51,0.084844577,0.16868835632111553,0.48333333333333334,121,1,
23:14:51,0.093299166,0.17339108436670736,0.6166666666666667,124,1,
23:14:51,0.10861120945910441,0.16778815882546128,0.75,127,1,
23:14:52,0.10638213721183434,0.1707238548515837,0.8833333333333333,126,1,
23:14:52,0.099187281,0.1610541747067964,1,123,1,
23:14:52,0.097828566,0.17290567676335794,1,123,1,
23:14:53,0.1247739235159335,0.16309838785118227,1,121,1,
23:14:53,0.12348967747760758,0.16309838785118227,1,121,1,
23:14:53,0.066804533,0.15269597956778627,1,128,1,
23:14:53,0.20862512083901696,0.1479940084080615,1,93,1,
23:14:54,0.2596327547621696,0.13316697851704595,0.9833333333333333,86,1,
23:14:54,0.23448678778141996,0.13693656236608068,0.9666666666666667,85,1,
23:14:54,0.2603293139782408,0.13329760767691737,0.95,84,1,
23:14:54,0.25909483696194846,0.13098922453278258,0.8166666666666667,85,1,
23:14:55,0.2594021814444174,0.13070918311243443,0.7,84,1,
23:14:55,0.2929469306961292,0.13476792334377333,0.5666666666666667,84,1,
23:14:55,0.265589006,0.12498474400433691,0.5,85,1,
23:14:55,0.2658500827600646,0.14055638569974546,0.36666666666666664,85,0,
23:14:56,0.24921091297831083,0.12684039844119843,0.2833333333333333,84,0,
23:14:56,0.2511419159118878,0.12684039844119843,0.18333333333333332,85,0,
23:14:56,0.2643840347285028,0.1225057425912791,0.13333333333333333,85,0,
23:14:57,0.26849289053349823,0.1301582746911937,0.11666666666666667,88,0,
23:14:57,0.2859621463494668,0.14139308,0.11666666666666667,89,0,
23:14:57,0.24472281327964684,0.1431358887667982,0.11666666666666667,88,0,
23:14:57,0.26049371272607663,0.14311307281243843,0.066666667,92,0,
23:14:58,0.18149321788670975,0.12718866337500045,0.13333333333333333,94,0,
23:14:58,0.25359145032857366,0.12539779457720887,0.2,105,0,
23:14:58,0.096583271,0.1552110245554725,0.2833333333333333,88,0,
23:14:59,0.21024159404891968,0.1400110630395874,0.4166666666666667,82,0,
23:14:59,0.2614469648076708,0.1307011316253504,0.5166666666666667,90,1,
23:14:59,0.22558591102655773,0.15423873012602624,0.5333333333333333,133,1,
23:14:59,0.2337154701782722,0.15055254306261712,0.6,45,1,
23:15:00,0.20049374319782315,0.1460847099881263,0.6666666666666666,98,1,
23:15:00,0.10617701464047595,0.14880417942587534,0.7833333333333333,105,1,
23:15:01,0.2505964870177878,0.136705133,0.8666666666666667,96,1,
23:15:01,0.090693955,0.14997000899700105,0.8666666666666667,83,1,
23:15:01,0.14125617981683336,0.13928695531209706,0.9333333333333333,84,1,
23:15:01,0.089911648,0.13506623282573837,0.9333333333333333,77,1,
23:15:02,0.10439284947293338,0.1348229504673969,0.9333333333333333,75,1,
23:15:02,0.21368356965286894,0.13234346564680965,0.9833333333333333,45,1,
23:15:02,0.22719135428881948,0.1284424459784771,0.9833333333333333,35,1,
23:15:02,0.22695574,0.12569689062613004,0.9833333333333333,36,1,
23:15:03,0.2357844761761164,0.12569689062613004,0.9833333333333333,35,1,
23:15:03,0.3000835331307951,0.12670180150775265,0.9666666666666667,37,1,
23:15:03,0.29995110133752145,0.13060839302380942,0.8333333333333334,35,1,
23:15:03,0.33085247677291774,0.13159803771005263,0.7,34,1,
23:15:04,0.32194382620313555,0.1351891917273394,0.5666666666666667,35,1,
23:15:04,0.2980439006020899,0.12634705254009446,0.43333333333333335,34,1,
23:15:04,0.31473730932677346,0.13337339141845925,0.3,34,0,
23:15:05,0.29554151683027813,0.12730440823733516,0.16666666666666666,34,0,
23:15:05,0.3062196256711741,0.13130643285972257,0.05,36,0,
23:15:05,0.16916797148786505,0.1352724425077662,0.083333333,65,0,
23:15:05,0.16325152654442823,0.13786337130748322,0.21666666666666667,96,0,
23:15:06,0.1430542602038226,0.1393236351102077,0.35,105,1,
23:15:06,0.1732338842014382,0.1321178088582227,0.48333333333333334,88,1,
23:15:06,0.23407992837446767,0.13967685201821345,0.6166666666666667,79,1,
23:15:06,0.36313236688367523,0.1305704044561534,0.6166666666666667,62,1,
23:15:07,0.3566309847211734,0.1408554709327386,0.6166666666666667,58,1,
23:15:07,0.3691449926722332,0.13355971056599422,0.6,58,1,
23:15:07,0.36431912297984276,0.14738052383217537,0.4666666666666667,59,1,
23:15:07,0.3683310367914354,0.14175264860814396,0.3333333333333333,55,0,
23:15:08,0.32222726544337876,0.14449152741296012,0.2,56,0,
23:15:08,0.32298961054793374,0.1453926413001797,0.066666667,57,0,
23:15:08,0.31876893649912685,0.1672665982699231,0,57,0,
23:15:09,0.28117132520137533,0.1589838143347491,0,62,0,
23:15:09,0.2724292595124478,0.14422913247833147,0.05,80,0,
23:15:09,0.28577189815135384,0.1332700323360931,0.11666666666666667,89,0,
23:15:09,0.2853987330342971,0.15241762390049157,0.18333333333333332,94,0,
23:15:10,0.25240397481635396,0.14124761986184395,0.18333333333333332,100,0,
23:15:10,0.2902053602583885,0.14680505487867587,0.21666666666666667,89,0,
23:15:10,0.27031989327194245,0.13636363636363635,0.21666666666666667,91,0,
23:15:10,0.2783660319285864,0.14142135623730953,0.21666666666666667,91,0,
